Nome,Marca,Preço Original,Preço com Desconto,Percentual de Desconto,Link
Samsung Galaxy A15 4G Dual SIM 128 GB Azul escuro 4 GB RAM,Samsung,1199.0,839.0,30.03,https://www.mercadolivre.com.br/samsung-galaxy-a15-4g-dual-sim-128-gb-azul-escuro-4-gb-ram/p/MLB32175033?pdp_filters=deal:MLB779535-1&hide_psmb=true#promotion_type=TODAY_PROMOTION&searchVariation=MLB32175033&deal_print_id=44ef960a-84bb-4e19-a00b-f122f22f476f&position=3&search_layout=grid&type=product&tracking_id=dd9f710b-33b2-4d83-9cf7-81511f79bdf1&deal_print_id=983bc835-f204-4841-91e9-633de94fba8a&promotion_type=TODAY_PROMOTION
Samsung Galaxy S9 Dual Sim 128 Gb Titanium Grey 4 Gb Ram,Samsung,1099.0,967.0,12.01,https://produto.mercadolivre.com.br/MLB-4523365054-samsung-galaxy-s9-dual-sim-128-gb-titanium-grey-4-gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=3f8b580f-6fe5-4c5d-b7f9-80867f1b12c1&position=51&search_layout=grid&type=item&tracking_id=a4ec642f-decc-46ce-9fab-e5ad4d3d1b8a&deal_print_id=b231ff75-01ac-499d-ac84-301931053e38&promotion_type=TODAY_PROMOTION
Samsung J610g Galaxy J6+ 32gb/3gb Ram Tela 6 | Excelente,Samsung,629.0,471.0,25.12,https://produto.mercadolivre.com.br/MLB-4755561458-samsung-j610g-galaxy-j6-32gb3gb-ram-tela-6-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=3f8b580f-6fe5-4c5d-b7f9-80867f1b12c1&position=32&search_layout=grid&type=item&tracking_id=a4ec642f-decc-46ce-9fab-e5ad4d3d1b8a&deal_print_id=b231ff75-01ac-499d-ac84-301931053e38&promotion_type=TODAY_PROMOTION
Samsung Galaxy M21s Dual Sim 64gb 4gb Ram Nf-e I Usado Bom,Samsung,849.0,698.0,17.79,https://produto.mercadolivre.com.br/MLB-3398789199-samsung-galaxy-m21s-dual-sim-64gb-4gb-ram-nf-e-i-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=3f8b580f-6fe5-4c5d-b7f9-80867f1b12c1&position=31&search_layout=grid&type=item&tracking_id=a4ec642f-decc-46ce-9fab-e5ad4d3d1b8a&deal_print_id=b231ff75-01ac-499d-ac84-301931053e38&promotion_type=TODAY_PROMOTION
Samsung Galaxy A03s Sm-a037m/ds 64gb 4gb Ram | Usado Bom,Samsung,699.0,594.0,15.02,https://produto.mercadolivre.com.br/MLB-3725723669-samsung-galaxy-a03s-sm-a037mds-64gb-4gb-ram-usado-bom-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=3f8b580f-6fe5-4c5d-b7f9-80867f1b12c1&position=29&search_layout=grid&type=item&tracking_id=a4ec642f-decc-46ce-9fab-e5ad4d3d1b8a&deal_print_id=b231ff75-01ac-499d-ac84-301931053e38&promotion_type=TODAY_PROMOTION
Samsung Galaxy J5 Metal 16gb 2gb Ram Dourado | Excelente,Samsung,629.0,446.0,29.09,https://produto.mercadolivre.com.br/MLB-3667218851-samsung-galaxy-j5-metal-16gb-2gb-ram-dourado-excelente-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=3f8b580f-6fe5-4c5d-b7f9-80867f1b12c1&position=27&search_layout=grid&type=item&tracking_id=a4ec642f-decc-46ce-9fab-e5ad4d3d1b8a&deal_print_id=b231ff75-01ac-499d-ac84-301931053e38&promotion_type=TODAY_PROMOTION
Samsung Galaxy Z Flip5 5g 512gb Rosa 8gb Ram,Samsung,,3499.0,,https://produto.mercadolivre.com.br/MLB-3682454271-samsung-galaxy-z-flip5-5g-512gb-rosa-8gb-ram-_JM?hide_psmb=true#promotion_type=TODAY_PROMOTION&deal_print_id=3f8b580f-6fe5-4c5d-b7f9-80867f1b12c1&position=26&search_layout=grid&type=item&tracking_id=a4ec642f-decc-46ce-9fab-e5ad4d3d1b8a&deal_print_id=b231ff75-01ac-499d-ac84-301931053e38&promotion_type=TODAY_PROMOTION
"Celular Samsung Galaxy M35 5g , Câmera Tripla Até 50mp, Selfie 50mp, Tela Super Amoled + 6.6 120hz, 256gb, 8gb Ram - Cinza",Samsung,1887.78,1666.0,11.75,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2BeTgze5G9WXAdlSwnM1o4IG%2FEN4ho7Eh9DQTWqIcxVtkN%2Fxi9Yavd1Cad8dsx5MAmvCtsM36MlytErfzEIaYo1IJ3f%2BW5numYpcI7YtU2wJIOu4t%2Bqjft6rneNaQq6HjsmP7Ci%2BcDrMNh9KVI6Jz7UGamAv2k6u9XyoRMLtUoXWheBa2HLTy9TwZxUAdFfOYF0sc%2BTkrcaR9rcyY9%2Fa7xN3YpSv%2F1CJQVD4mysesAgFlTo%2FwJT6%2BalhUKzKQWL0op2UGYuIIHNE9WyP4k0Fphjtw4OMcdFoy4ilBGTH0Zg4OI3jDADGKLI6CJukIANIbAvyS1%2FSX06BmVo0zKZ%2FJqldRVpZoO5GE8qPtWrE6ajip5D9WePKBiHO4cUjINswbBx7w%2B0W62H8KKe3FWG6lVgv9ym2xUiAEArblrOz6V2viwvjCosTCWQPZYdrQxPlEj9H%2B%2FS2HP6L1%2BvUVLhxh2zpMXm9pNgvuGmrc2%2FfnQXk%2F3FwKUo79y07Eu4uxp8he0lv6Ng4V2ETZYSJmucqto9Jsafmn2%2B%2BOT4qhhMpm1Hv5VVUq9LiC4A3fh%2FrjBGYut2bZB8OeSGVrI4LpeN4y8Udvn8q%2Fy89fkxvQmeh2%2BDq3xFVsPiMkROjnLxsFdco%2BL8DDNwCcNG22ln6%2B6haL%2BvHOkWCca2ImOPXrk1MXShX03vaGfKXYmX7Goig%2FihyF3OkdjNimRlk%2Ftp5D1xIjpjNEUkgy5EAp%2FKV2hPBiwvD9e5rOoiMEz1R3Z8zsx1D9yfzTePBMxkf6DEZrp63hiNncVVJ3kzeO6h0RAeqoIT1W5PyehLNxOGl2OLlfhmFuL6a1J2Eu%2BI6iRCq7cEvImaltrplBOcfy%2BlmB7DpiivlDkCbvubfKEim1%2FLubO1dGmnOrYBmOjJ0wMYJUfB%2FP3gofyBr7KZ8RfwhHouaAQJFghbFDtmWHDKMZDm9UYFB7LOWE40yeLyWP1wrEiVu%2FZrk%2BCeUbxjZKZk%2FSIMNNpt6OCw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy S24 5G Dual SIM 256 GB creme 8 GB RAM,Samsung,6499.0,4955.0,23.76,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=f2dB1ZYqN766wYyH9BbPblt6wODD%2B1Kv27cWWy6tpOyFzOAVoo9mx8R8IHw9%2BJ7rrEvBUQTHdiPb5SYlzWoq4WLijsAzzDsbSyf5thSd5%2BCjM2xXQoEwSdzJ3uc37bYWImfnleFezyM9SdjUQkr3bP72iZZETuLxp4Lv5S3%2B%2BnwwECmhvPZftvRvZok%2BgDeweQsUUv4jNVukXNw%2FIbZe8o8j6O%2FaYpuILjsHwqT9w9ONc2Z3mDJcm7AGBoIIP64hMt4QxMSPUwm4ts8Mn3JxomqBDSYjTbuonCVfiX9qGB7LKl8Kdw7JvZoEfopKBjYC9M5sjP4JFpOLnqmIYXUYFW7CWwu%2BKI8sIgskoADcZpidz3Ks4%2F2ZO2asH81Aaq4N4UQwcUrW6y%2B7EtTe1ZAsw%2BIURzb83eNYeCffOuXTRQV8BaDQPTSJT1KvACCWDJ6QaMEZI2H7AtH7LI46z9n%2F4iyEbXRpV2xtYqnunU4b4M3xEUUzOlyswaAmnYIqr43wQT8rMPYy2WO0URYUstF4lmke%2FBjgyDuMAgmRHniIe8BVmX7aHT6Ffo4w8A2KssWLTLW%2FuTe8ioAwi%2B3%2BzbUC%2F%2FHP84QEGEPEsEpjFivukCNEdKaeeVT5IDcibP9Dovz3nHdX%2BjUgG36NLaMfHuk8LC2PTNHTDsePtHCShiPHuN3237ps2U96KQlKgB92z6xKyZcHo%2BTznhiI%2BEpoVm%2FSpWlYUDWEmthP7FpDcgphlgSxgK1RgM8IXYeLn79pzxHcbSF%2FQqNgW05l6hcGfTH8CjjKht37dEe7GSZrdawqZ%2FUPYX4xk8C0Bt4ZjtHC7t0XchU7zTLHM%2Ffd5nFrlStrxbybd0zSXLTvnJys6Sdo5t6%2BwAi0CP7vDupNBRSaaUw0ypR1QNBOPbiIC41SSAKoV08rtgu6Wpml&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Samsung Galaxy A25 5g Dual SIM 256GB Verde claro 8GB RAM,Samsung,2299.0,1471.0,36.02,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=dzVwalYFzwSR95iK7VdgObdAqAmKIpLwlLGoDGgNtAVLbBFWY09eetquz5cDFY6hXaC1WQ8e3sGGhLB2Q%2FNWewyeCDsTi8q8H5t4QCZi1itTGJMPhXTC4HNevmVgZNuhQuYgcL8xhLVdNRIIAZYlartKB0DZ99FS0o%2B05PzvgRfC%2FqaK3pFApkcJdvvDtNfi0bf2sVWWbV9pF%2FUCfTQWNbm3JlbYg5ju7aC6%2BIw5xUhPnjDI2aLekwrugeZdvPUNYPJ49NyXgkk%2FUUuGHcTPwH2M%2FpIkjYbf28PuGR7klbO7YQ%2Bjp7o0ruK8LNmG9%2Be4%2BQA0JU2%2FItpVyz31fKSY%2Bocy4kN7wwUGqQJspj2zNg%2FMEevJmnI2RkL1xIoKCB8DlTHgVHR0r81FG1N8lui%2FD4Y9Pm3AHcEtFm9Bt6mw2rMUgA%2BQ9igVu9VNAVRLFLQ%2F1MVvdCiKR1a3x49Wc8sziCxB3WXjkJ6uf1E0NIs9ZqvAAGlysvjpeGM2eQ59Jz4H821CidxoEBRuBUFTX1Q4eWzRdbF%2FEysiXW1cjWvnVSU%2BWYsWZWG4ziuNyae%2FpDlRQIKBS0AujOsKWKaFrJFZ1sV5XGb8e9fPHlxxyaaNhOaWnHBB%2FeE0KxXmMosd7VjiZm2uI0UctChh%2FgZak43ga6XW3FlBtofFGm41DtBEHC40Hu7XJg1HRu4R2uVqsv5L6d0j0QysSLPEnii6qGFY09AkIC4rzn5pR0eFLWQqqaGSvVQpqYVnG5dnKmeiFUZA2iMnQkee%2F81S0WBD%2B%2FSim%2BptxZIkzSQMO2s3ow%2BTJ%2FpUzSuBjwZ0G5BDJQU3K0hpQvDq%2Fm0UhwhnwuEoQst9lKXNLX3Ls%2BkuU61EDwVRRp9YP6J4C71mFifnDsoyERaxo7oqDz301eViLyckE6KHRoKnZQq97t2WCE7xudPh&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
